forma;parte;score
oral;3;-0.5957
ovo;3;-0.2645
paladar;3;-0.4631
parar;3;-0.2788
parecer;3;-0.2005
passar;3;-0.8744
pedaço;3;-0.1322
pedir;3;-0.2005
pensar;3;0.4321
pequeno;3;0.1833
perceber;3;-0.4631
perder;3;0.3201
perguntar;3;-0.2645
permanecer;3;0.581
período;3;0.3409
peso;3;0.624
pesquisar;3;-0.5957
pessoa;3;0.2733
pior;3;-0.1983
praticamente;3;-0.1983
preciso;3;1.2672
preferir;3;-0.1322
preso;3;0.631
problema;3;0.2467
procedimento;3;-0.1983
processo;3;-0.1983
proibir;3;-0.1983
puro;3;-0.1983
pó;3;-0.2005
pôr;3;-0.5294
qualidade;3;0.4358
quantidade;3;-0.4631
queijo;3;-0.1322
querer;3;0.3773
questão;3;0.232
quimioterapia;3;-1.1046
receio;3;-0.3969
recurso;3;-0.1983
relacionar;3;0.5872
relutante;3;-0.1322
remédio;3;0.3765
resolver;3;-0.2645
respirar;3;-0.1322
ressecar;3;-0.2645
restrição;3;-0.1983
resultado;3;-0.1983
rim;3;-0.1983
ritmo;3;-0.1983
ruim;3;1.7663
rápido;3;0.5872
sabor;3;0.5872
sabão;3;-0.3969
sair;3;1.4353
salgado;3;-0.4631
salvar;3;-0.2645
salvação;3;-0.1322
saudável;3;0.2226
seguro;3;0.4358
seletivo;3;-0.3307
semana;3;0.4001
sensível;3;1.9999
sentar;3;-0.2005
sentir;3;-1.1934
sofrer;3;-0.3969
soltar;3;0.2226
sonda;3;0.7048
suco;3;-0.4631
suplemento;3;-0.4284
suprir;3;-0.2645
tempero;3;-0.3307
tomar;3;-0.7379
tranquilo;3;-0.5957
tratamento;3;-0.2305
trocar;3;1.2672
uso;3;-0.5957
uti;3;-0.3969
vender;3;-0.3307
verdura;3;-0.5936
verduras;3;-0.3969
via;3;-0.5957
vida;3;1.0429
vitamina;3;0.2733
voltar;3;-0.3832
vomitar;3;0.2712
vontade;3;0.6929
ácido;3;-0.1983
água;3;-1.0539
ótimo;3;1.0083
